source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Yahoo Entertainment'}",Soumya Eswaran,Amazon.com (AMZN) Continued to Exceed Analyst Expectations,"Lakehouse Capital, a Sydney-based investment manager, released its “Lakehouse Global Growth Fund” May 2024 investor letter. A copy of the letter can be...",https://finance.yahoo.com/news/amazon-com-amzn-continued-exceed-103302886.html,https://media.zenfs.com/en/insidermonkey.com/96b2a95f603866c28e00574448cae026,2024-07-03T10:33:02Z,"Lakehouse Capital, a Sydney-based investment manager, released its Lakehouse Global Growth Fund May 2024 investor letter. A copy of the letter can be downloaded here. May was a positive month for glo… [+3688 chars]"
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Down 50% This Year, Will Improving Deliveries Drive Li Auto Stock Higher?","Things appear to be getting better in the Chinese luxury electric vehicle market. Li Auto  , which is the largest of the emerging EV players in China, delivered 47,774 vehicles for June 2024, an increase of 46.7% compared to last year.",https://www.forbes.com/sites/greatspeculations/2024/07/03/down-50-this-year-will-improving-deliveries-drive-li-auto-stock-higher/,https://imageio.forbes.com/specials-images/imageserve/612e4ee034c6bbe75d13998a/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-03T10:00:00Z,"A logo of Chinese electric car company Li Auto is seen in its retail store at a shopping mall in ... [+] Beijing on August 12, 2021. (Photo by JADE GAO / AFP) (Photo by JADE GAO/AFP via Getty Images)… [+3930 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Chesley Taft & Associates LLC Decreases Position in Amazon.com, Inc. (NASDAQ:AMZN)","Chesley Taft & Associates LLC lowered its position in Amazon.com, Inc. (NASDAQ:AMZN) by 0.6% in the first quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 252,363 shares of the e-commerce giant’…",https://www.etfdailynews.com/2024/07/03/chesley-taft-associates-llc-decreases-position-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:44:41Z,"Chesley Taft &amp; Associates LLC lowered its position in Amazon.com, Inc. (NASDAQ:AMZN) by 0.6% in the first quarter, according to its most recent Form 13F filing with the Securities and Exchange Co… [+6587 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Towerpoint Wealth LLC Purchases 352 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Towerpoint Wealth LLC boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 19.0% during the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned …",https://www.etfdailynews.com/2024/07/03/towerpoint-wealth-llc-purchases-352-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:45Z,"Towerpoint Wealth LLC boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 19.0% during the 1st quarter, according to the company in its most recent 13F filing with the Securities and … [+6093 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Tarbox Family Office Inc. Increases Stock Position in Amazon.com, Inc. (NASDAQ:AMZN)","Tarbox Family Office Inc. increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 17.6% during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 8,995 shares of the e-commerce giant’s stock…",https://www.etfdailynews.com/2024/07/03/tarbox-family-office-inc-increases-stock-position-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:43Z,"Tarbox Family Office Inc. increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 17.6% during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC.… [+6466 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Maltin Wealth Management Inc. Increases Position in Amazon.com, Inc. (NASDAQ:AMZN)","Maltin Wealth Management Inc. lifted its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 3.2% during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The firm owned 2,505 shares of the e-commerce giant’s stock after buy…",https://www.etfdailynews.com/2024/07/03/maltin-wealth-management-inc-increases-position-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:42Z,"Maltin Wealth Management Inc. lifted its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 3.2% during the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The firm … [+6487 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Edge Wealth Management LLC Has $3.36 Million Position in Amazon.com, Inc. (NASDAQ:AMZN)","Edge Wealth Management LLC trimmed its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 5.6% in the first quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 18,63…",https://www.etfdailynews.com/2024/07/03/edge-wealth-management-llc-has-3-36-million-position-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:42Z,"Edge Wealth Management LLC trimmed its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 5.6% in the first quarter, according to the company in its most recent filing with the Securities and Excha… [+6536 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Tlwm Has $2.21 Million Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","Tlwm decreased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 20.0% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 12,257 shares of the e-commerce giant’…",https://www.etfdailynews.com/2024/07/03/tlwm-has-2-21-million-stock-holdings-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:42Z,"Tlwm decreased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 20.0% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission … [+6031 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Hengehold Capital Management LLC Acquires 926 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Hengehold Capital Management LLC grew its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 8.4% in the 1st quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 11,983 shares of the e-commerc…",https://www.etfdailynews.com/2024/07/03/hengehold-capital-management-llc-acquires-926-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:42Z,"Hengehold Capital Management LLC grew its holdings in Amazon.com, Inc. (NASDAQ:AMZN) by 8.4% in the 1st quarter, according to its most recent disclosure with the Securities &amp; Exchange Commission.… [+6419 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Sunburst Financial Group LLC Buys 231 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Sunburst Financial Group LLC raised its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 8,291 shares of the e-commerce giant’s sto…",https://www.etfdailynews.com/2024/07/03/sunburst-financial-group-llc-buys-231-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:41Z,"Sunburst Financial Group LLC raised its position in Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% during the 1st quarter, according to its most recent filing with the Securities and Exchange Commission (SEC… [+6404 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Bought by Investment Partners LTD.","Investment Partners LTD. boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 2.5% in the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 5,806 …",https://www.etfdailynews.com/2024/07/03/amazon-com-inc-nasdaqamzn-shares-bought-by-investment-partners-ltd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:41Z,"Investment Partners LTD. boosted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 2.5% in the 1st quarter, according to the company in its most recent disclosure with the Sec… [+6234 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Fifth Third Wealth Advisors LLC Acquires 14,851 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Fifth Third Wealth Advisors LLC lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 24.6% in the first quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 7…",https://www.etfdailynews.com/2024/07/03/fifth-third-wealth-advisors-llc-acquires-14851-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:41Z,"Fifth Third Wealth Advisors LLC lifted its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 24.6% in the first quarter, according to the company in its most recent filing with th… [+6508 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Amazon.com, Inc. (NASDAQ:AMZN) is Congress Park Capital LLC’s Largest Position","Congress Park Capital LLC decreased its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 1.2% during the first quarter, according to its most recent filing with the SEC. The firm owned 65,084 shares of the e-commerce giant’s stock after s…",https://www.etfdailynews.com/2024/07/03/amazon-com-inc-nasdaqamzn-is-congress-park-capital-llcs-largest-position/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T09:12:41Z,"Congress Park Capital LLC decreased its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 1.2% during the first quarter, according to its most recent filing with the SEC. The firm… [+6308 chars]"
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Rising Margins, Ad Growth To Drive Netflix’s Q2 Results, But Stock Is Expensive At $670","Netflix stock has had a pretty good year, rising by almost 38% year-to-date as the company successfully navigated a brief subscriber decline post-Covid-19.",https://www.forbes.com/sites/greatspeculations/2024/07/03/rising-margins-ad-growth-to-drive-netflixs-q2-results-but-stock-is-expensive-at-670/,https://imageio.forbes.com/specials-images/imageserve/62d8f1a596955d76d6c1ec8d/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-03T09:00:00Z,"This illustration picture taken on April 21, 2018 in Paris shows the logo of the Netflix ... [+] entertainment company, displayed on a tablet screen with a remote control in front of it. (Photo by Li… [+5194 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Baby Doll 2021 1080p AMZN WEB-DL H264-edge2020,Plot: A group of student in vacation find themselves in a house where strange rituals were performed. The sudden finding of a doll bring the group on a downward spiral. Genre: Comedy | HorrorIMDB Rating Live: IMDB Rating: 5.6/10 From 48 UsersRotten Rating: N/…,https://rlsbb.cc/baby-doll-2021-1080p-amzn-web-dl-h264-edge2020/,,2024-07-03T08:55:51Z,"Plot: A group of student in vacation find themselves in a house where strange rituals were performed. The sudden finding of a doll bring the group on a downward spiral. 
Genre: Comedy | HorrorIMDB R… [+537 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Follow The Stars Home 2001 1080p AMZN WEB-DL H264-TEPES,"Plot: Kimberly Williams and Caitlin Fein play a mother and child whose love conquers adversity. Genre: Drama | Romance | FamilyIMDB Rating Live: IMDB Rating: 7.1/10 From 1,132 UsersRotten Rating: N/AMetacritic Rating: N/ADirected by: Dick LowryStarring: Kimbe…",https://rlsbb.cc/follow-the-stars-home-2001-1080p-amzn-web-dl-h264-tepes/,,2024-07-03T08:55:51Z,"Plot: Kimberly Williams and Caitlin Fein play a mother and child whose love conquers adversity. 
Genre: Drama | Romance | FamilyIMDB Rating Live:IMDB Rating: 7.1/10 From 1,132 UsersRotten Rating: N/… [+484 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Sierra Katow Funt 2024 1080p AMZN WEB-DL H264-playWEB,"Plot: Comedian Sierra Katow tackles her dumb career choice, online haters, and why anyone still has kids in her must-watch breakout special, Funt. Best known for NBC’s “Last Comic Standing,” Max’s “The Sex Lives of College Girls,” and Disney’s “Raya and the L…",https://rlsbb.cc/sierra-katow-funt-2024-1080p-amzn-web-dl-h264-playweb/,,2024-07-03T08:55:51Z,"Plot: Comedian Sierra Katow tackles her dumb career choice, online haters, and why anyone still has kids in her must-watch breakout special, Funt. Best known for NBC’s “Last Comic Standing,” Max’s “T… [+983 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Pharos Of Chaos 1983 1080p AMZN WEB-DL H264-TEPES,"Leuchtturm des Chaos (original title) Plot: Documentary profile of actor Sterling Hayden . Genre: Documentary | BiographyIMDB Rating Live: IMDB Rating: 7.1/10 From 368 UsersRotten Rating: N/AMetacritic Rating: N/ADirected by: Manfred Blank , Wolf-Eckart Bühle…",https://rlsbb.cc/pharos-of-chaos-1983-1080p-amzn-web-dl-h264-tepes/,,2024-07-03T08:55:51Z,"Leuchtturm des Chaos (original title)
Plot: Documentary profile of actor Sterling Hayden . 
Genre: Documentary | BiographyIMDB Rating Live:IMDB Rating: 7.1/10 From 368 UsersRotten Rating: N/AMetacr… [+493 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Pharos Of Chaos 1983 1080p AMZN WEB-DL H264-TEPES,"Leuchtturm des Chaos (original title) Plot: Documentary profile of actor Sterling Hayden . Genre: Documentary | BiographyIMDB Rating Live: IMDB Rating: 7.1/10 From 368 UsersRotten Rating: N/AMetacritic Rating: N/ADirected by: Manfred Blank , Wolf-Eckart Bühle…",https://rlsbb.ru/pharos-of-chaos-1983-1080p-amzn-web-dl-h264-tepes/,,2024-07-03T08:36:37Z,"Leuchtturm des Chaos (original title)
Plot: Documentary profile of actor Sterling Hayden . 
Genre: Documentary | BiographyIMDB Rating Live:IMDB Rating: 7.1/10 From 368 UsersRotten Rating: N/AMetacr… [+493 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Follow The Stars Home 2001 1080p AMZN WEB-DL H264-TEPES,"Plot: Kimberly Williams and Caitlin Fein play a mother and child whose love conquers adversity. Genre: Drama | Romance | FamilyIMDB Rating Live: IMDB Rating: 7.1/10 From 1,132 UsersRotten Rating: N/AMetacritic Rating: N/ADirected by: Dick LowryStarring: Kimbe…",https://rlsbb.ru/follow-the-stars-home-2001-1080p-amzn-web-dl-h264-tepes/,,2024-07-03T08:22:50Z,"Plot: Kimberly Williams and Caitlin Fein play a mother and child whose love conquers adversity. 
Genre: Drama | Romance | FamilyIMDB Rating Live:IMDB Rating: 7.1/10 From 1,132 UsersRotten Rating: N/… [+484 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Sierra Katow Funt 2024 1080p AMZN WEB-DL H264-playWEB,"Plot: Comedian Sierra Katow tackles her dumb career choice, online haters, and why anyone still has kids in her must-watch breakout special, Funt. Best known for NBC's ""Last Comic Standing,"" Max's ""The Sex Lives of College Girls,"" and Disney's ""Raya and the L…",https://rlsbb.ru/sierra-katow-funt-2024-1080p-amzn-web-dl-h264-playweb/,,2024-07-03T08:22:50Z,"Plot: Comedian Sierra Katow tackles her dumb career choice, online haters, and why anyone still has kids in her must-watch breakout special, Funt. Best known for NBC’s “Last Comic Standing,” Max’s “T… [+983 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Baby Doll 2021 1080p AMZN WEB-DL H264-edge2020,Plot: A group of student in vacation find themselves in a house where strange rituals were performed. The sudden finding of a doll bring the group on a downward spiral. Genre: Comedy | HorrorIMDB Rating Live: IMDB Rating: 5.6/10 From 48 UsersRotten Rating: N/…,https://rlsbb.ru/baby-doll-2021-1080p-amzn-web-dl-h264-edge2020/,,2024-07-03T08:22:50Z,"Plot: A group of student in vacation find themselves in a house where strange rituals were performed. The sudden finding of a doll bring the group on a downward spiral. 
Genre: Comedy | HorrorIMDB R… [+537 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"Amazon.com, Inc. (AMZN): Why Is Billionaire Phillipe Laffont Bullish On This Stock?",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d4f43ec4-eeb6-4263-896e-f84230e0526d,,2024-07-03T07:26:50Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Who Killed Nicole 2019 720p AMZN WEB-DL H264-TEPES,"The Informants: Who Killed Nicole? (original title) Plot: New evidence surfaces as investigators reexamine one of America’s most notorious crimes, uncovering startling testimonies that shed fresh light on the case.Genre: Documentary | Crime | DramaIMDB Rating…",https://rlsbb.cc/who-killed-nicole-2019-720p-amzn-web-dl-h264-tepes/,,2024-07-03T07:11:51Z,"The Informants: Who Killed Nicole? (original title)
Plot: New evidence surfaces as investigators reexamine one of America’s most notorious crimes, uncovering startling testimonies that shed fresh li… [+879 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Who Killed Nicole 2019 720p AMZN WEB-DL H264-TEPES,"The Informants: Who Killed Nicole? (original title) Plot: New evidence surfaces as investigators reexamine one of America's most notorious crimes, uncovering startling testimonies that shed fresh light on the case. Genre: Documentary | Crime | DramaIMDB Ratin…",https://rlsbb.ru/who-killed-nicole-2019-720p-amzn-web-dl-h264-tepes/,,2024-07-03T06:55:13Z,"The Informants: Who Killed Nicole? (original title)
Plot: New evidence surfaces as investigators reexamine one of America’s most notorious crimes, uncovering startling testimonies that shed fresh li… [+879 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Amazon.com (NASDAQ:AMZN) Shares Down 0.1% on Insider Selling,"Amazon.com, Inc. (NASDAQ:AMZN) shares fell 0.1% on Tuesday following insider selling activity. The company traded as low as $195.99 and last traded at $196.95. 9,336,603 shares changed hands during trading, a decline of 78% from the average session volume of …",https://www.etfdailynews.com/2024/07/03/amazon-com-nasdaqamzn-shares-down-0-1-on-insider-selling/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-03T05:24:42Z,"Amazon.com, Inc. (NASDAQ:AMZN) shares fell 0.1% on Tuesday following insider selling activity. The company traded as low as $195.99 and last traded at $196.95. 9,336,603 shares changed hands during t… [+6103 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Dealing With Dad 2022 1080p AMZN WEB-DL H264-FLUX,Awards 11 wins & 4 nominations See more awards »Plot: Margaret reluctantly goes back to her hometown with her brothers to deal with the sudden depression of their dad.Genre: DramaIMDB Rating Live: IMDB Rating: 7.3/10 From 91 UsersRotten Rating: 78%Metacritic …,https://rlsbb.cc/dealing-with-dad-2022-1080p-amzn-web-dl-h264-flux/,,2024-07-03T05:03:55Z,"Awards 11 wins &amp; 4 nominations See more awards »
Plot: Margaret reluctantly goes back to her hometown with her brothers to deal with the sudden depression of their dad.
Genre: DramaIMDB Rating … [+1431 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Dealing With Dad 2022 1080p AMZN WEB-DL H264-FLUX,Awards 11 wins & 4 nominations See more awards »Plot: Margaret reluctantly goes back to her hometown with her brothers to deal with the sudden depression of their dad.Genre: DramaIMDB Rating Live: IMDB Rating: 7.3/10 From 91 UsersRotten Rating: 78%Metacritic …,https://rlsbb.ru/dealing-with-dad-2022-1080p-amzn-web-dl-h264-flux/,,2024-07-03T04:25:25Z,"Awards 11 wins &amp; 4 nominations See more awards »
Plot: Margaret reluctantly goes back to her hometown with her brothers to deal with the sudden depression of their dad.
Genre: DramaIMDB Rating … [+1114 chars]"
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Analysts review Amazon stock price rating after recent upgrades,"Tennis isn't just a game to Andy Jassy. 
The Amazon (AMZN) CEO, who was a star player in high school, learned some important lessons on the court.
Related: Andy Jassy’s net worth: Amazon CEO’s rise to multimillionaire
""Tennis is very much a meritocracy,"" he o…",https://biztoc.com/x/e235fa938672e511,https://biztoc.com/cdn/e235fa938672e511_s.webp,2024-07-02T21:37:58Z,"Tennis isn't just a game to Andy Jassy. The Amazon (AMZN) CEO, who was a star player in high school, learned some important lessons on the court.Related: Andy Jassys net worth: Amazon CEOs rise to mu… [+126 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Infinity According To Florian 2022 1080p AMZN WEB-DL H264-UTOPIA,"Awards 2 wins & 3 nominations See more awards »Plot: Florian Yuriev wasn’t a filmmaker as such, even if moving images and the interaction of lights and sounds did play a major part in his art – which one could describe as the most expanded of cinema. Yuriev w…",https://rlsbb.cc/infinity-according-to-florian-2022-1080p-amzn-web-dl-h264-utopia/,,2024-07-02T21:30:09Z,"Awards 2 wins &amp; 3 nominations See more awards »
Plot: Florian Yuriev wasn’t a filmmaker as such, even if moving images and the interaction of lights and sounds did play a major part in his art –… [+1387 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Garudan 2024 1080p AMZN WEB-DL H264-SH3LBY,"Plot: Sokkan, the trusted confidant of childhood friends Aadhi and Karuna.But when his loyalty and self respect is put into test, which would he choose?Genre: ActionIMDB Rating Live: IMDB Rating: 7.7/10 From 989 UsersRotten Rating: N/AMetacritic Rating: N/ADi…",https://rlsbb.cc/garudan-2024-1080p-amzn-web-dl-h264-sh3lby/,,2024-07-02T21:20:44Z,"Plot: Sokkan, the trusted confidant of childhood friends Aadhi and Karuna.But when his loyalty and self respect is put into test, which would he choose?
Genre: ActionIMDB Rating Live:IMDB Rating: 7.… [+1769 chars]"
"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,Apple shares hit new all-time intraday and closing highs,"In Nasdaq trading today, shares of Apple Inc. rose to hit new all-time intraday and closing highs. Apple’s all-time intraday high was set on…
The post Apple shares hit new all-time intraday and closing highs appeared first on MacDailyNews.",https://macdailynews.com/2024/07/02/apple-shares-hit-new-all-time-intraday-and-closing-highs-240702/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2021/10/211019_apple_logo.png,2024-07-02T20:18:58Z,"In Nasdaq trading today, shares of Apple Inc. (AAPL) rose $3.52, or 1.62%, to $220.27, a new all-time closing high. Today’s intraday high was $220.38, also an all-time high for Apple stock.
Apples 5… [+1453 chars]"
"{'id': None, 'name': 'Investopedia'}",Colin Laidley,"Adobe, Birkenstock Added to Deutsche Bank's Top Picks List","Deutsche Bank updated its “Fresh Money List” for the third quarter on Tuesday, with Adobe and Birkenstock among the companies added to its list of 36 top analyst picks.",https://www.investopedia.com/adobe-birkenstock-added-to-db-s-top-picks-list-stocks-8672847,https://www.investopedia.com/thmb/9lWxvp0wJONZqqOlA8ezdTFItfg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/INV_Adobe_Building_GettyImages-1843369720-613fef1c578e428da822dc171b9ae51a.jpg,2024-07-02T20:13:10Z,"<ul><li>Adobe and Birkenstock were among the stocks added to Deutsche Bank's quarterly ""Fresh Money"" list of stocks about which its analysts are most bullish.</li><li>Adobe, according to the analysts… [+2347 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investorplace.com,AMZN Stock Outlook: Amazon’s Next Growth Wave Could Make Early Investors Rich,"Under CEO Andy Jassy, Amazon (NASDAQ:AMZN) is continuing to make multiple moves that should tremendously boost its top and bottom lines over the longer term. These maneuvers involve the conglomerate’s e-commerce, artificial intelligence, and healthcare busine…",https://biztoc.com/x/89e1d551d4ac6ad7,https://biztoc.com/cdn/799/og.png,2024-07-02T20:11:28Z,"Under CEO Andy Jassy, Amazon (NASDAQ:AMZN) is continuing to make multiple moves that should tremendously boost its top and bottom lines over the longer term. These maneuvers involve the conglomerates… [+140 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Amazon Stock Tests All-Time High Above 200 As Analyst Sees AI 'Inflection Point',"Amazon stock hit a fresh high above 200 after an analyst said the tech giant's cloud business is near an AI ""inflection point.""",https://www.investors.com/news/technology/amazon-new-high-200-ai-inflection-point-aws/,https://www.investors.com/wp-content/uploads/2020/08/Stock-amazontrucks-02-shutt.jpg,2024-07-02T18:44:49Z,"Amazon (AMZN) shares tested an all-time high Tuesday, adding to a recent breakout to trade above 200. Earlier in the day, an Amazon stock analyst said the tech giant's cloud business is near an AI ""i… [+2533 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}","Wade W. Slome, CFA,CFP",Economic and Inflation Information Create Market Jubilation,Investors are still hoping for a soft landing,https://finance.yahoo.com/news/economic-inflation-information-create-market-165141766.html,https://media.zenfs.com/en/us.finance.gurufocus/e4d599a7640e1a183d8900855bc675b4,2024-07-02T16:49:41Z,"Ever since the Federal Reserve went on a crusade to increase interest rates and slow the progression of inflation at the beginning of 2022, investors have been cheering for a Goldilocks-type of econo… [+4157 chars]"
"{'id': None, 'name': 'Thefly.com'}",,What You Missed On Wall Street This Morning,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id3940822/SMNEY;AMZN;META;PINS;RDDT;SNAP;EBS;CORZ;NKLA;ARDX;RCM;FCX;BNED;MSM;RDZN;RDUS;HOOD;EXPI;TSLA;RIVN;PARA;IAC;LLY;NVO;STLA;ACHR;PYPL;CRWD;PSTG;SHLS;WAY-What-You-Missed-On-Wall-Street-This-Morning,https://image.thefly.com/catalog/201810/img_66.png,2024-07-02T16:03:29Z,"Get caught up quickly on the top news and calls moving stocks with these five Top Five lists. 
1. STOCK NEWS: 
<ul><li>Tesla reported Q2 deliveries that UBS said were better than recent buyside exp… [+3249 chars]"
